Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,Monitori_3,HUCEightDi,DrainageAr,Drainage_1,Contributi,Contribu_1,LatitudeMe,LongitudeM,SourceMapS,Horizontal,Horizont_1,Horizont_2,Horizont_3,VerticalMe,Vertical_1,VerticalAc,Vertical_2,VerticalCo,Vertical_3,CountryCod,StateCode,CountyCode,AquiferNam,FormationT,AquiferTyp,Constructi,WellDepthM,WellDept_1,WellHoleDe,WellHole_1,ProviderNa,End_Sp_Res,End_Sp_R_1,End_Sp_R_2,End_Sp_R_3,End_Sp_R_4,End_Sp_R_5,End_Sp_R_6,End_Sp_R_7,End_Sp_R_8,End_Sp_R_9,End_Sp_R10,End_Sp_R11,End_Sp_R12,End_Sp_R13,End_Sp_R14,End_Sp_R15,End_Sp_R16,End_Sp_R17,End_Sp_R18,End_Sp_R19,End_Sp_R20,End_Sp_R21,End_Sp_R22,End_Sp_R23,End_Sp_R24,End_Sp_R25,End_Sp_R26,End_Sp_R27,End_Sp_R28,End_Sp_R29,End_Sp_R30,End_Sp_R31,End_Sp_R32,End_Sp_R33,End_Sp_R34,End_Sp_R35,End_Sp_R36,End_Sp_R37,End_Sp_R38,End_Sp_R39,End_Sp_R40,End_Sp_R41,End_Sp_R42,End_Sp_R43,End_Sp_R44,End_Sp_R45,End_Sp_R46,End_Sp_R47,End_Sp_R48,End_Sp_R49,End_Sp_R50,End_Sp_R51,End_Sp_R52,End_Sp_R53,End_Sp_R54,End_Sp_R55,End_Sp_R56,End_Sp_R57,End_Sp_R58,End_Sp_R59,End_Sp_R60,End_Sp_R61,group_coal,group_co_1,HUC12RNG,STATES,Shape_Leng,Shape_Area
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000-083.3,"Guyandotte River south of McConnell, W.Va.",River/Stream,"Guyandotte River south of McConnell, W.Va.",5070101,,,,,37.8229167,-81.9587778,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010508,WV,50977.22191,81815424.67
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000-098.7,"Guyandotte River at Wylo, W.Va.",River/Stream,"Guyandotte River at Wylo, W.Va.",5070101,,,,,37.6761944,-81.8486111,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2000,50701010506,WV,63584.15341,114177351.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0001,"Pats Branch at Nickel Plate Road, Huntington, W.Va.",River/Stream,"Pats Branch above railroad crossing at Nickel Plate Road in the City of Huntington, Cabell County, West Virginia.Â¶<** Huntington  WV-OH Topographic Map **>Â¶",5070102,,,,,38.4189167,-82.3849722,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3/29/2000, 3/22/2000, 5/24/2000",50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0002,"Pats Branch below Deitz's Hollow Landfill, Huntington, W.Va",River/Stream,"Pats Branch below the road going to Deitz's Hollow Landfill in the City of Huntington, Cabell County, West Virginia.Â¶<** Huntington  WV-OH Topographic Map **>",5070102,,,,,38.4238611,-82.3770278,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/22/2000,50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0003,"Pats Branch Right Culvert at Deitz's Landfill, Huntington",River/Stream,"Pats Branch below right culvert under road going to Deitz's Hollow Landfill in the City of Huntington, Cabell County, West Virginia.Â¶<** Huntington  WV-OH Topographic Map **>",5070102,,,,,38.4241667,-82.3775833,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3/24/2000, 3/29/2000",50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0004,Pats Branch Left Culvert Deitz's Hollow Landfill Huntington,River/Stream,"Pats Branch below Left Culvert under road going to Deitz's Hollow Landill in the City of Huntington, Cabell County, West Virginia.Â¶<** Huntington WV-OH Topographic Map **>",5070102,,,,,38.4241667,-82.3775833,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3/29/2000, 3/24/2000",50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0005,Pats Branch Hillside Drainage above Deitz Hollow Huntington,River/Stream,"Hillside Drainage into Pats Branch above the Deitz's Hollow Landfill in the City of Huntington, Cabell County, West Virginia.Â¶<**   WV Topographic Map **>",5070102,,,,,38.4243889,-82.3750556,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/29/2000,50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-000.5-0006,Pats Branch Road Drainage above Deitz's Landfill,River/Stream,"Road Drainage leading into Pats Branch above Deitz's Hollow Landfill in the City of Huntington, Cabell County, West Virginia.Â¶<** Huntington WV-OH Topographic Map **>",5070102,,,,,38.4241111,-82.3749722,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/29/2000,50701020403,WV,44674.49397,63054830.15
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-010-0003,"Merritt Creek northwest of Sarah, W.Va.",River/Stream,"Merritt Creek below State Route 10 Highway Bridge northwest of Community of Sarah, Cabell County, West Virginia. <**Winslow WV Topographic Map **>",5070102,,,,,38.3356111,-82.2648888,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,11,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01 \\Custody_ID: WAPBASE 20519-RANDOM2004-0,Sample,Water,,4/28/2004,8:00:00,EDT,,,,,,,,,,,WAPINST2,,,,,,GRAB01,GRAB01,GRAB01,Unknown,*Non-detect,Total suspended solids,Suspended,,,,,,Actual,,,,,,<3 mg/l,,,,,,,160.2,USEPA,,,"Bio-Chem Testing, Inc.",5/3/2004,,,3,mg/l,,STORET,1,4/28/2004,50701020402,WV,56966.90505,101778306.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-027-0004,"Fourmile Creek west of Branchland, W.Va.",River/Stream,"Fourmile Creek just west of Community of Branchland, Lincoln County, West Virginia. <**Branchland,   WV Topographic Map **>",5070102,,,,,38.2195833,-82.2069444,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/17/2003,50701020106,WV,42879.9535,59749149.87
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-031-0001,"Ninemile Creek east of Midkiff, W.Va.",River/Stream,"Ninemile Creek east of Comminity of Midkiff, Lincoln County, West Virginia.  <**Branchland,   WV Topographic Map **>",5070102,,,,,38.1690555,-82.1525,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/17/2003,50701020107,WV,66311.39147,105387306.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-032-0001,"Tenmile Creek southwest of Rockville, W.Va.",River/Stream,"Tenmile Creek at private wooden bridge southwest of Community of Rockville, Lincoln County, West Virginia.  <**Branchland,   WV Topographic Map **>",5070102,,,,,38.1617777,-82.1813055,24000,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/17/2003,50701020107,WV,66311.39147,105387306.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-032-0002,"Plum Branch at Cuzzie, W.Va.",River/Stream,"Plum Branch at CR 52/3 Culvert at Community of Cuzzie, Lincoln County, West Virginia. <**Ranger,  WV Topographic Map **>",5070102,,,,,38.1238888,-82.2216388,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/16/2003,50701020107,WV,66311.39147,105387306.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-034-0005,"Sulphur Spring Fork south of Ranger, W.Va.",River/Stream,"Sulphur Spring Fork below a private wooden bridge south of Community of Ranger, Lincoln County, West Virginia.  <**Ranger WV Topographic Map **>",5070102,,,,,38.0695638,-82.1897805,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-FIELD01 \\Custody_ID: WAPBASE 20574-RANDOM2004-0,Field Msr/Obs,Water,,4/28/2004,12:30:00,EDT,,,,,,,,,,,WAPINST2,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,6.8,None,,,,Actual,,,,,,,,,,,,,4500-H,APHA,,,,,,,,,,STORET,1,4/28/2004,50701020105,WV,87929.70344,137956156.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-038-0008,"Big Ugly Creek just west of Big Ugly WMA, W.Va.",River/Stream,"Big Ugly Creek just west of Big Ugly Wildlife Management Area at Community of Leet, Lincoln County, West Virginia.  <**Big Creek,  WV Topographic Map **>",5070102,,,,,38.0688888,-82.0769166,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/25/2003,50701020104,WV,77505.73204,96629638.34
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-038-0009,"Big Ugly Creek northwest of Chapmanville, W.Va.",River/Stream,"Big Ugly Creek just above mouth of Short Bend Branch at ford of ATV trail, northwest of Town of Chapmanville, Logan County, West Virginia. <**Big Creek,  WV Topographic Map **>",5070102,,,,,38.0465,-82.0066111,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/25/2003,50701020104,WV,77505.73204,96629638.34
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-038-0010,"Laurel Creek in Big Ugly WMA, W.Va.",River/Stream,"Laurel Creek between mouths of Charley Trace Fork and Ross Fork in Big Ugly Wildlife Management Area, Lincoln County, West Virginia.  <**Big Creek   WV Topographic Map **>",5070102,,,,,38.0778333,-82.0363611,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/25/2003,50701020104,WV,77505.73204,96629638.34
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-038-0011,"Laurel Fork at Leet, W.Va.",River/Stream,"Laurel Fork at Community of Leet, Lincoln County, West Virginia  <**Big Creek   WV Topographic Map **>",5070102,,,,,38.0690722,-82.0737944,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20551-RANDOM2004-0,Sample,Water,,4/28/2004,16:00:00,EDT,,,,,,,,,,,WAPINST2,,,,,,GRAB01,GRAB01,GRAB01,Unknown,*Non-detect,Zinc,Dissolved,,,,,,Actual,,,,,,<5 ug/l,,,,,,,200.7(W),USEPA,,,"Bio-Chem Testing, Inc.",5/3/2004,,,5,ug/l,,STORET,2,"4/28/2004, 4/29/2004",50701020104,WV,77505.73204,96629638.34
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-040-0002,"Sand Creek north of Harts, W.Va.",River/Stream,"Sand Creek at Delta Route 47 crossing north of Community of Harts, Lincoln County, West Virginia  <**Big Creek WV Topographic Map **>",5070102,,,,,38.0430833,-82.1169444,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4/23/2003,50701020105,WV,87929.70344,137956156.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-044-0001,"Big Harts Creek south of Ferrellsburg, W.Va.",River/Stream,"Big Harts Creek above a private bridge at mouth of Big Branch south of Community of Ferrellsburg, Lincoln County, West Virginia.  <**Ranger,  WV Topographic Map **>",5070102,,,,,38.0164722,-82.1372222,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/24/2003,50701020103,WV,53527.57794,116932678.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-044-0002,"Big Harts west of Shively, W.Va.",River/Stream,"Big Harts Creek at mouth of Hoover Fork west of Community of Shively, Logan County, West Virginia.  <**Trace,   WV Topographic Map **>",5070102,,,,,37.9551944,-82.1415,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/24/2003,50701020103,WV,53527.57794,116932678.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-044-0003,"West Fork Big Harts Creek south of Harts, W.Va,",River/Stream,"West Fork of Big Harts Creek south of Community of Harts, Lincoln County, West Virginia  <**Big Creek,   WV Topographic Map **>",5070102,,,,,38.0123888,-82.1180277,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,43,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/24/2003,50701020103,WV,53527.57794,116932678.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-044-0016,"Workman Fork northwest of Chapmanville,  W.Va.",River/Stream,"Workman Fork below mouth of Long Branch northwest of Town of Chapmanville,  Logan County,  West Virginia. <**Chapmanville WV Topographic Map **>Â¶",5070102,,,,,37.9905,-82.0862777,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4/25/2003,50701020103,WV,53527.57794,116932678.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-044-0017,"Smokehouse Fork southwest of Chapmanville,  W.Va.",River/Stream,"Smokehouse Branch southwest of Town of Chapmanville, Logan County, West Virginia  <**Chapmanville WV Topographic Map **>Â¶",5070102,,,,,37.9455833,-82.0908333,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"5/22/2003, 4/23/2003",50701020103,WV,53527.57794,116932678.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-049-0012,"Trace Fork north of Chapmanville, W.Va.",River/Stream,"Trace Fork just below U.S. 119 overpass north of Town of Chapmanville, Logan County, West Virginia  <**Henlawson,  WV Topographic Map **>",5070102,,,,,37.9913888,-81.9866666,24000,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/23/2003,50701020101,WV,45871.06585,76133438.88
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-049-0013,"Garrett Fork north of Chapmanville, W.Va.",River/Stream,"Garrett Fork below County Route 4 Highway Bridge north of Town of Chapmanville, Logan County, West Virginia.  <**Henlawson,  WV Topographic Map **>",5070102,,,,,37.9866666,-81.9961111,24000,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/23/2003,50701020101,WV,45871.06585,76133438.88
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-049-0014,"Hurricane Creek northeast of Chapmanville, W.Va.",River/Stream,"Hurricane Creek northeast of City of Chapmanville, Logan County, West Virginia.  <**Henlawson WV Topographic Map **>",5070102,,,,,37.9905,-81.9618888,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,5,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-QCDISSMETAL1 \\Custody_ID: WAPBASE 20687-RANDOM2004-0,Sample,Water,,5/20/2004,12:30:00,EDT,,,,,,,,,,,WAPINST2,,,,,,GRAB01,GRAB01,GRAB01,Unknown,*Non-detect,Copper,Dissolved,,,,,,Actual,,,,,,<3 ug/l,,,,,,,200.7(W),USEPA,,,"Bio-Chem Testing, Inc.",6/8/2004,,,20,ug/l,,STORET,2,"5/20/2004, 4/29/2004",50701020101,WV,45871.06585,76133438.88
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-051-0001,"Crawley Creek south of Chapmanville, W.Va.",River/Stream,"Crawley Creek below Delta Route 84 Highway Bridge south of Town of Chapmanville, Logan County, West Virginia.  <**Chapmanville,  WV Topographic Map **>",5070102,,,,,37.9640555,-82.0464166,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/24/2003,50701020102,WV,65734.27356,144383975.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-051-0002,"Crawley Creek southwest of Chapmanville, W.Va.",River/Stream,"Crawley Creek at a private bridge going to a church southwest of Town of Chapmanville, Logan County, West Virginia.  <**Chapmanville,   WV Topographic Map **>",5070102,,,,,37.9235833,-82.0681666,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/25/2003,50701020102,WV,65734.27356,144383975.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-059-0001,"Mill Creek at Pecks Mill, W.Va.",River/Stream,"Mill Creek above private bridge at Community of Pecks Mill, Logan County, West Virginia.Â¶<** Henlawson WV Topographic Map **>",5070102,,,,,37.9302777,-81.9802778,24000,,,Interpolation-Map,NAD27,0,ft,,,,Unknown,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/23/2003,50701020102,WV,65734.27356,144383975.8
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0001,"Island Creek at Logan, W.Va.",River/Stream,"Island Creek at Logan, W.Va.",5070101,,,,,37.8480528,-81.9978444,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010402,WV,96399.35729,154951787.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0002,"Island Creek north of Monaville, W.Va.",River/Stream,"Island Creek north of Monaville, W.Va.",5070101,,,,,37.8171111,-81.9945361,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/21/2000,50701010402,WV,96399.35729,154951787.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0003,"Island Creek in Omar, W.Va.",River/Stream,"Island Creek in Omar, W.Va.",5070101,,,,,37.7517806,-81.9989306,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/21/2000,50701010402,WV,96399.35729,154951787.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0004,"Coal Branch west of Logan, W.Va.",River/Stream,"Coal Branch west of Logan, W.Va.",5070101,,,,,37.8509722,-81.9999444,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010402,WV,96399.35729,154951787.9
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0006,"Mud Fork west of Mt. Gay, W.Va.",River/Stream,"Mud Fork west of Mt. Gay, W.Va.",5070101,,,,,37.8465,-82.0147444,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0007,"Un.Trib. Mud Fork west of Mt. Gay, W.Va.",River/Stream,"Un.Trib. Mud Fork west of Mt. Gay, W.Va.",5070101,,,,,37.84725,-82.0157778,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0008,"Lower Dempsey Branch at Lintz Addition, W.Va.",River/Stream,"Lower Dempsey Branch at Lintz Addition, W.Va.",5070101,,,,,37.8525,-82.0233333,24000,,,Loran C,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0009,"Ellis Branch at Hedgeview, W.Va.",River/Stream,"Ellis Branch at Hedgeview, W.Va.",5070101,,,,,37.8486889,-82.0372278,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0012,"Whitman Creek at Walnut Hill, W.Va.",River/Stream,"Whitman Creek at Walnut Hill, W.Va.",5070101,,,,,37.8245278,-82.0303611,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0013,"Trace Fork in Holden, W.Va.",River/Stream,"Trace Fork in Holden, W.Va.",5070101,,,,,37.82125,-82.0608056,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0014,"Curry Branch west of Holden, W.Va.",River/Stream,"Curry Branch west of Holden, W.Va.",5070101,,,,,37.8245833,-82.08125,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0015,"Dingess Fork west of Sulphur Springs, W.Va.",River/Stream,"Dingess Fork west of Sulphur Springs, W.Va.",5070101,,,,,37.8294444,-82.1149167,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2000,50701010401,WV,61367.9688,117763266.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-OG-065-0016,"Mill Creek in Monaville, W.Va.",River/Stream,"Mill Creek in Monaville, W.Va.",5070101,,,,,37.8096111,-81.9994444,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,45,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/21/2000,50701010402,WV,96399.35729,154951787.9
